,season,stage,date,match_id,home_team_id,away_team_id,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,result,Year,Hour,Month,Day,HmGoals,Hmassists,awGoals,awassists
60,2015/2016,15,2015-12-05,39014,9825,8472,1,2,4,6,8,4,6,3,5,7,5,1,1,3,5,7,9,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,3,7,7,7,7,11,30859,427438.0,35606,46539,38521,23688,75489,242094.0,36378,196386,46469,103428,432040.0,165526,24150,26108,180330,520230,109330,39139,184822,32627,win,2015,0,12,5,65.0,55.0,28.0,19.0
61,2015/2016,15,2015-12-05,36433,8455,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,170323,31306.0,281207,23783,324910,30613,115067,94086.0,128864,150250,107417,30974,160447.0,35515,156013,68237,23629,155913,46810,155129,160496,185236,win,2015,0,12,5,94.0,108.0,15.0,5.0
62,2015/2016,15,2015-12-07,46640,8668,9826,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,31465,77690.0,263653,213878,316688,160713,23782,251925.0,215384,30922,181276,36283,146830.0,23837,23030,183519,26160,8985,28901,35345,169721,160194,win,2015,0,12,7,66.0,56.0,79.0,45.0
63,2015/2016,15,2015-12-05,58371,10260,8654,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,182917,575780.0,165823,161012,46820,46893,30872,41468.0,39618,299215,413557,169756,109897.0,35110,49543,155782,148302,23678,37169,18506,47382,106228,win,2015,0,12,5,87.0,59.0,82.0,70.0
64,2015/2016,15,2015-12-06,41473,10261,8650,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,10,10,10,23979,104482.0,30929,277761,308932,94550,160243,109652.0,108038,103899,46700,37868,157838.0,22764,114268,314605,47558,95327,38807,280653,148315,242709,lose,2015,0,12,6,27.0,30.0,110.0,76.0
65,2015/2016,15,2015-12-05,33321,8466,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,30841,160627.0,26552,209405,46010,166676,279490,303339.0,23792,94267,41280,69650,32870.0,257847,33086,183500,261313,56972,179410,154280,107415,23991,lose,2015,0,12,5,30.0,34.0,24.0,19.0
66,2015/2016,15,2015-12-05,37448,10194,8456,1,4,6,8,2,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,288880,40695.0,200962,37194,34036,119541,23253,176300.0,26434,110148,96643,31432,26111.0,30459,174321,16351,40196,101103,169200,37459,246575,143365,win,2015,0,12,5,42.0,53.0,76.0,106.0
67,2015/2016,15,2015-12-05,44467,10003,8197,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,30973,111800.0,165704,24948,102356,23882,144996,95955.0,157729,38831,26344,37770,49571.0,23571,38899,43061,278343,173317,319300,139671,26554,286119,win,2015,0,12,5,48.0,50.0,43.0,28.0
68,2015/2016,15,2015-12-05,49962,9817,9850,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,8,5,6,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,9,7,11,30455,213809.0,114769,40548,417068,41365,22991,24915.0,72436,37411,101419,127712,265918.0,72417,26209,25667,201664,40100,231801,46354,32734,37779,lose,2015,0,12,5,15.0,4.0,34.0,26.0
69,2015/2016,15,2015-12-05,30272,8659,8586,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,23021,169162.0,26527,32441,23257,43248,33468,24148.0,24171,175947,51545,26295,159833.0,160599,37762,46353,361315,41008,174850,363333,157723,194165,draw,2015,0,12,5,117.0,114.0,47.0,52.0
70,2015/2016,16,2015-12-13,49974,10252,9825,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,69650,32870.0,257847,33086,183500,261313,56972,179410.0,154280,107415,23991,30859,427438.0,35606,46539,38521,23688,75489,242094,36378,31013,46469,lose,2015,0,12,13,24.0,19.0,105.0,82.0
71,2015/2016,16,2015-12-12,31749,8678,10260,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30974,160447.0,35515,156013,68237,23629,155913,155129.0,46810,160496,185236,182917,465614.0,575780,161012,693138,39618,34944,299215,41468,303824,413557,lose,2015,0,12,12,15.0,5.0,82.0,74.0
72,2015/2016,16,2015-12-12,52745,9826,8466,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,36283,146830.0,23837,23030,183519,28901,26160,35345.0,160194,169721,198510,278285,160627.0,26552,209405,46010,166676,72665,303339,23792,212470,23293,draw,2015,0,12,12,77.0,51.0,26.0,20.0
73,2015/2016,16,2015-12-14,35440,8197,8455,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,37770,49571.0,23571,38899,43061,278343,173317,319300.0,139671,26554,286119,170323,31306.0,281207,30627,72541,79574,115067,94086,128864,107417,19243,lose,2015,0,12,14,43.0,28.0,128.0,94.0
74,2015/2016,16,2015-12-13,41922,8650,8659,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,8,8,8,8,11,37868,157838.0,22764,114268,314605,307021,156008,38807.0,37234,148315,184536,23021,169162.0,32441,26527,23257,43248,25075,24148,24171,175947,51545,win,2015,0,12,13,143.0,111.0,117.0,103.0
75,2015/2016,16,2015-12-12,58032,8456,10003,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,31432,26111.0,174321,156551,31291,40196,36615,33991.0,37459,246575,143365,30973,89185.0,155050,24948,102356,23882,46008,38831,144996,157729,95955,win,2015,0,12,12,122.0,139.0,55.0,56.0
76,2015/2016,16,2015-12-12,42984,9850,8668,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,127712,265918.0,24903,26209,25667,24393,40100,201664.0,35493,231801,31953,31465,77690.0,263653,213878,24846,160713,23782,251925,215384,30922,181276,lose,2015,0,12,12,36.0,32.0,92.0,103.0
77,2015/2016,16,2015-12-12,38209,8472,9817,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,103428,22964.0,24150,165526,180330,432040,39139,109330.0,184822,32627,520230,30455,213809.0,40548,114769,417068,25816,41365,22991,37411,72436,101419,win,2015,0,12,12,72.0,30.0,15.0,4.0
78,2015/2016,16,2015-12-13,40398,8586,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,26295,159833.0,160599,37762,46353,361315,212702,174850.0,363333,157723,194165,23979,104482.0,277761,30929,308932,94550,109652,160243,108038,103899,46700,win,2015,0,12,13,39.0,43.0,27.0,30.0
79,2015/2016,16,2015-12-12,32227,8654,10194,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,169756,109897.0,49543,24751,155782,23678,37169,158545.0,148302,18506,47382,288880,34036.0,40695,200962,37194,23253,119541,26434,199291,110148,96643,lose,2015,0,12,12,51.0,54.0,42.0,53.0
80,2015/2016,17,2015-12-21,36289,9825,8456,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30859,427438.0,35606,46539,38521,75489,23688,31013.0,36378,242094,46469,31432,26111.0,156551,174321,16351,40196,78324,37459,36615,169200,37412,win,2015,0,12,21,105.0,82.0,109.0,121.0
81,2015/2016,17,2015-12-19,32971,8455,8472,1,2,4,6,8,4,6,3,5,7,5,1,1,3,5,7,9,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,3,7,7,7,7,11,170323,31306.0,281207,30627,72541,30613,115067,94086.0,128864,150250,19243,103428,22964.0,165526,24150,26108,180330,520230,109330,109058,39139,30348,win,2015,0,12,19,102.0,111.0,31.0,23.0
82,2015/2016,17,2015-12-19,38512,8668,8197,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,31465,77690.0,263653,213878,24846,160713,23782,251925.0,215384,30922,181276,37770,49571.0,23571,13423,43061,278343,103419,319300,139671,286119,20694,win,2015,0,12,19,92.0,103.0,25.0,29.0
83,2015/2016,17,2015-12-19,39192,10260,9850,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,182917,161012.0,165823,186137,23354,34944,39618,303824.0,413557,41468,30829,127712,24903.0,72417,26209,25667,40100,24393,201664,35493,231801,31953,win,2015,0,12,19,127.0,121.0,39.0,31.0
84,2015/2016,17,2015-12-19,45959,10261,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,23979,104482.0,277761,30929,308932,94550,109652,160243.0,108038,103899,46700,69650,32870.0,257847,33086,183500,182223,56972,261313,23991,154280,179410,win,2015,0,12,19,27.0,30.0,40.0,33.0
85,2015/2016,17,2015-12-19,46721,8466,8586,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,278285,160627.0,26552,209405,46010,166676,209384,23792.0,303339,94267,41280,26295,159833.0,160599,37762,276121,361315,41008,174850,363333,157723,194165,lose,2015,0,12,19,29.0,26.0,44.0,47.0
86,2015/2016,17,2015-12-19,31110,10194,9826,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,288880,34036.0,40695,200962,37194,199291,23253,26434.0,176300,96643,110148,36283,146830.0,23030,23837,183519,198510,28901,22929,35345,169721,160194,draw,2015,0,12,19,40.0,39.0,64.0,33.0
87,2015/2016,17,2015-12-20,49433,10003,8654,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,8,8,8,8,11,30973,89185.0,155050,24948,102356,46008,23882,144996.0,95955,157729,26344,169756,109897.0,24751,49543,155782,23678,18506,37169,148302,158545,8922,win,2015,0,12,20,44.0,40.0,51.0,54.0
88,2015/2016,17,2015-12-20,42167,9817,8650,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,30455,213809.0,40548,114769,417068,25816,41365,22991.0,37411,101419,72436,157303,157838.0,22764,94043,314605,156008,95327,307021,37234,242709,184536,lose,2015,0,12,20,15.0,4.0,71.0,62.0
89,2015/2016,17,2015-12-19,55774,8659,8678,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,23021,169162.0,32441,26527,23257,43248,25075,24148.0,24171,175947,51545,30974,160447.0,35515,156013,68237,23629,155913,155129,46810,160496,35523,draw,2015,0,12,19,117.0,103.0,15.0,5.0
90,2015/2016,18,2015-12-26,54344,10252,8654,1,2,4,6,8,3,5,7,5,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,8,8,8,11,69650,32870.0,257847,33086,183500,182223,56972,179410.0,261313,107415,154280,169756,109897.0,24751,49543,155782,163919,148302,158545,37169,18506,195927,lose,2015,0,12,26,28.0,28.0,42.0,37.0
91,2015/2016,18,2015-12-26,59250,8678,9826,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,30974,160447.0,35515,156013,68237,155913,46810,23629.0,155129,160496,35523,36283,146830.0,23837,23030,183519,198510,22929,28901,35345,149917,24157,draw,2015,0,12,26,15.0,5.0,60.0,38.0
92,2015/2016,18,2015-12-26,42922,8455,9817,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,170323,31306.0,23783,30627,72541,30613,115067,94086.0,128864,150250,19243,30455,213809.0,40548,114769,35712,25816,41365,22991,37411,72436,101419,win,2015,0,12,26,121.0,121.0,15.0,4.0
93,2015/2016,18,2015-12-26,42834,8650,8197,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37868,157838.0,114268,94043,314605,37234,156008,307021.0,184536,242709,426202,37770,49571.0,23571,38899,43061,278343,103419,319300,139671,20694,286119,win,2015,0,12,26,64.0,70.0,34.0,25.0
94,2015/2016,18,2015-12-26,43884,8456,8472,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,31432,26111.0,174321,156551,16351,36615,40196,169200.0,37459,246575,143365,37233,22964.0,24150,165526,180330,24159,109330,118929,184822,32627,38759,win,2015,0,12,26,122.0,132.0,113.0,60.0
95,2015/2016,18,2015-12-26,40819,10261,8668,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,10,10,10,23979,104482.0,277761,30929,308932,94550,109652,160243.0,108038,479020,351860,31465,77690.0,263653,213878,24846,160713,23782,215384,30895,181276,26151,win,2015,0,12,26,33.0,30.0,142.0,145.0
96,2015/2016,18,2015-12-26,55795,8466,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30841,149855.0,26552,209405,46010,209384,166676,279490.0,303339,23792,23293,30859,427438.0,35606,46539,38521,23688,75489,242094,36378,31013,46469,lose,2015,0,12,26,25.0,27.0,105.0,82.0
97,2015/2016,18,2015-12-26,58855,10194,10260,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,288880,34036.0,40695,200962,37194,23253,119541,176300.0,26434,110148,96643,182917,23354.0,186137,165823,161012,34944,164676,41468,39618,303824,413557,win,2015,0,12,26,42.0,53.0,134.0,125.0
98,2015/2016,18,2015-12-26,53672,10003,8659,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,30973,89185.0,155050,102356,24948,23882,144996,157729.0,38831,52563,95955,23021,169162.0,32441,43248,26527,113968,23257,25075,24148,24171,39225,win,2015,0,12,26,52.0,59.0,111.0,97.0
99,2015/2016,18,2015-12-26,31669,8586,9850,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26295,159833.0,160599,37762,276121,361315,41008,174850.0,363333,157723,194165,127712,24903.0,72417,26209,25667,71502,40100,201664,38366,231801,31953,win,2015,0,12,26,44.0,47.0,37.0,25.0
100,2015/2016,19,2015-12-28,50511,9825,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,30859,427438.0,35606,177503,78513,75489,425255,196386.0,36378,31013,46469,30974,160447.0,35515,156013,68237,23629,155913,155129,46810,24381,185236,win,2015,0,12,28,96.0,92.0,9.0,3.0
101,2015/2016,19,2015-12-28,53172,9826,10003,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,36283,146830.0,26777,23837,183519,8985,28901,198510.0,26160,35345,25537,30973,193223.0,24948,478357,102356,46008,127130,111800,28108,313668,26344,lose,2015,0,12,28,82.0,48.0,20.0,27.0
102,2015/2016,19,2015-12-28,50739,8668,10194,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,31465,77690.0,263653,213878,316688,101192,23782,251925.0,215384,30922,181276,288880,34036.0,40695,200962,37194,119541,23253,176300,26434,110148,96643,win,2015,0,12,28,68.0,61.0,42.0,53.0
103,2015/2016,19,2015-12-29,59415,8197,8456,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,37770,49571.0,23571,38899,43061,319300,25818,173317.0,278343,286119,139671,31432,26111.0,174321,156551,16351,40196,36615,169200,37459,246575,37412,lose,2015,0,12,29,28.0,18.0,122.0,132.0
104,2015/2016,19,2015-12-28,57755,10260,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,182917,23354.0,165823,161012,46820,30872,46893,41468.0,164676,413557,30829,170323,31306.0,281207,30627,72541,32345,115067,94086,128864,150250,107417,win,2015,0,12,28,94.0,85.0,76.0,64.0
105,2015/2016,19,2015-12-28,44839,9850,10252,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,127712,24903.0,72417,26209,231801,46354,32734,40100.0,201664,35493,38369,69650,32870.0,24208,161414,183500,23991,179410,182223,261313,30352,154280,win,2015,0,12,28,43.0,32.0,56.0,48.0
106,2015/2016,19,2015-12-30,52097,8472,8650,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,37233,22964.0,165526,30362,180330,109330,25150,109058.0,24159,30348,184822,37868,157838.0,114268,94043,314605,156008,307021,37234,242709,184536,148315,lose,2015,0,12,30,116.0,60.0,64.0,70.0
107,2015/2016,19,2015-12-28,41989,9817,8586,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,30455,24915.0,40548,114769,417068,25816,22991,41365.0,37411,72436,101419,26295,191869.0,160599,37762,46353,361315,41008,212702,363333,174850,194165,lose,2015,0,12,28,15.0,4.0,26.0,37.0
108,2015/2016,19,2015-12-28,31398,8659,10261,1,3,5,7,2,4,6,8,4,6,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,7,7,7,7,9,9,11,1,3,3,3,3,6,6,8,8,8,11,23021,32441.0,43248,26527,169162,113968,24148,23257.0,24171,33468,25666,163604,104482.0,277761,30929,308932,109652,160243,94550,479020,108038,351860,draw,2015,0,12,28,111.0,108.0,33.0,29.0
109,2015/2016,19,2015-12-28,37224,8654,8466,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,169756,109897.0,24751,49543,214685,23678,148302,158545.0,37169,18506,195927,30841,149855.0,209405,26552,46010,166676,212470,94267,303339,23792,23293,win,2015,0,12,28,50.0,55.0,29.0,26.0
110,2015/2016,2,2015-08-14,50303,10252,10260,1,2,4,6,8,3,5,7,4,6,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,6,6,8,8,8,11,69650,183500.0,24208,161414,473853,179410,182223,261313.0,154280,23991,23264,109060,46820.0,165823,161012,362694,34944,46893,41468,449241,303824,30829,lose,2015,0,8,14,35.0,32.0,72.0,60.0
111,2015/2016,2,2015-08-16,33830,9826,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,119079,146830.0,23837,23030,183519,28901,26160,35345.0,160194,198510,169721,30859,427438.0,35606,46539,38521,159594,37436,75489,36378,50047,46469,lose,2015,0,8,16,70.0,51.0,95.0,86.0
112,2015/2016,2,2015-08-17,42771,8650,8678,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,37868,157838.0,22764,114268,568571,156008,38807,280653.0,184536,37234,148315,30974,35515.0,24625,156013,68237,155913,192780,23629,46349,185236,184321,win,2015,0,8,17,107.0,122.0,4.0,3.0
113,2015/2016,2,2015-08-16,32930,8456,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,31432,26111.0,39027,156551,16351,36615,40196,33991.0,37459,246575,37412,46518,31306.0,23783,30627,72541,79574,115067,94086,30613,107417,19243,win,2015,0,8,16,139.0,153.0,157.0,142.0
114,2015/2016,2,2015-08-15,34716,8466,8668,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30841,160627.0,72665,26552,538112,23792,166676,94267.0,303339,23293,41280,31465,77690.0,263653,23268,316688,101192,23782,30922,215384,160713,181276,win,2015,0,8,15,58.0,36.0,87.0,68.0
115,2015/2016,2,2015-08-15,33474,8472,9850,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,103428,22964.0,165526,26108,180330,35443,25150,109330.0,42598,32627,30348,40602,32616.0,24903,26209,231801,32734,40100,46354,35493,201664,31953,win,2015,0,8,15,91.0,50.0,42.0,32.0
116,2015/2016,2,2015-08-15,53952,10003,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30973,111800.0,155050,24948,102356,46008,127130,95955.0,157729,52563,26344,24229,104482.0,277761,30929,240236,109652,160243,94550,108038,39968,46700,win,2015,0,8,15,42.0,52.0,26.0,38.0
117,2015/2016,2,2015-08-15,49262,8586,10194,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,26295,159833.0,160599,37762,276121,361315,160448,41008.0,157723,110189,194165,288880,34036.0,119541,173382,37194,199291,23253,33881,110148,26434,72735,win,2015,0,8,15,55.0,51.0,66.0,63.0
118,2015/2016,2,2015-08-15,57785,9817,8659,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,30455,213809.0,41927,40548,71724,30966,41365,24915.0,37411,101419,72436,23021,23257.0,32441,169162,26527,25075,113968,24148,24171,39225,239807,win,2015,0,8,15,7.0,4.0,135.0,110.0
119,2015/2016,2,2015-08-15,37774,8654,8197,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,169756,214685.0,35110,49543,155782,37169,575789,25496.0,192899,148302,18506,37770,67850.0,38899,23571,214570,278343,103419,173317,139671,20694,286119,win,2015,0,8,15,43.0,37.0,39.0,28.0
120,2015/2016,20,2016-01-02,49670,9825,10261,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,30859,427438.0,35606,46539,38521,23688,75489,196386.0,36378,31013,46469,23979,104482.0,277761,30929,308932,160243,38373,94550,108038,479020,351860,win,2016,0,1,2,111.0,89.0,33.0,35.0
121,2015/2016,20,2016-01-03,51810,9826,8455,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,36283,146830.0,23837,23030,183519,28901,8985,35345.0,130670,198510,24157,170323,31306.0,281207,30627,72541,32345,30613,94086,128864,107417,19243,win,2016,0,1,3,62.0,45.0,138.0,137.0
122,2015/2016,20,2016-01-03,53112,8668,8586,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,31465,77690.0,263653,213878,24846,160713,23782,30895.0,215384,30922,181276,26295,159833.0,160599,37762,276121,361315,212702,157723,363333,174850,194165,win,2016,0,1,3,110.0,135.0,36.0,38.0
